
int	   end	   flow		cost
11944	10250	2283.312156	8.284326;	
11945	6766	135.853256	1.235151;	
11945	6772	214.440084	1.901444;	
11945	6774	34.463186	1.583001;	
11946	10253	924.923457	0.316103;	
11946	10265	10.955443	0.471000;	
11947	3649	251.031991	1.593860;	
11947	9391	210.095060	1.584000;	
11948	3676	654.823031	2.667306;	
11948	4280	552.351718	0.974036;	
11948	4282	189.574385	0.665314;	
11949	6653	212.375497	2.170931;	
11949	6654	91.155792	2.787062;	
11949	9391	302.653180	1.619394;	
11949	11958	0.000000	4.290500;	
11950	6655	0.000000	1.583000;	
11950	6657	0.000000	1.599500;	
11951	5524	0.000000	2.205000;	
11951	6659	0.000000	3.430000;	
11951	9401	0.000000	1.742000;	
11951	11843	0.000000	2.818000;	
11952	6802	1388.929405	0.627413;	
11952	9257	511.868256	0.845696;	
11952	10593	2061.761613	0.877685;	
11952	12086	0.962836	2.014000;	
11953	5546	142.822225	1.585220;	
11953	6564	99.449647	2.343074;	
11953	9403	0.000000	1.583000;	
11954	6663	0.000000	1.750000;	
11954	6665	0.000000	0.857500;	
11954	6666	0.000000	1.750000;	
11955	4142	0.000000	0.945000;	
11955	4187	66.939620	0.980037;	
11955	4218	0.000000	0.997500;	
11955	5339	27.482987	2.644501;	
11956	3393	547.029653	1.704013;	
11956	3610	652.627588	1.107961;	
11956	5440	0.000000	2.042500;	
11957	5428	0.000000	2.390500;	
11957	5482	4.092176	2.470000;	
11957	5488	10.947877	1.979500;	
11957	5504	0.000000	1.583000;	
11958	5505	73.442419	2.375233;	
11958	5521	72.546947	3.103028;	
11958	9390	0.000000	1.615000;	
11958	11949	0.000000	4.290500;	
11959	5520	239.682154	0.875862;	
11959	5529	1.739210	4.069500;	
11959	6649	271.588340	1.209462;	
11960	5522	11.702633	2.834500;	
11960	9395	1.739210	0.332500;	
11960	9396	3.352883	0.262500;	
11961	6271	33.659848	1.282503;	
11961	6398	60.073501	1.147515;	
11961	6513	129.485549	0.202559;	
11962	2474	1.249535	3.974500;	
11962	6562	4.608347	1.630500;	
11962	6641	0.000000	1.583000;	
11962	9398	0.000000	1.583000;	
11963	4164	303.776684	0.596673;	
11963	4166	398.825008	0.511738;	
11963	6507	42.507724	0.175001;	
11964	4176	414.543508	1.113247;	
11964	4179	234.339125	2.060013;	
11965	4200	345.887760	1.950777;	
11965	4201	0.000000	0.420000;	
11965	4203	41.000000	0.892501;	
11965	4205	326.619465	0.720487;	
11966	4209	327.545548	0.652556;	
11966	4211	469.879823	0.726278;	
11966	11835	651.064415	0.450325;	
11967	4224	27.316590	3.863001;	
11967	5480	0.000000	3.499500;	
11967	9370	57.973867	1.583006;	
11967	9373	55.418486	0.525002;	
11968	4224	250.968991	3.742327;	
11968	9372	27.297372	2.275000;	
11968	9374	244.699028	1.068900;	
11969	5500	0.000000	1.725500;	
11969	5502	0.000000	2.925000;	
11969	6674	0.000000	0.923500;	
11970	5480	0.000000	2.960500;	
11970	9373	85.290458	2.802553;	
11970	11838	55.418486	0.105003;	
11971	5502	0.000000	2.250000;	
11971	5510	0.000000	0.517500;	
11972	5515	67.145043	1.567511;	
11972	5526	0.000000	3.515000;	
11972	5529	5.816635	3.182500;	
11972	11841	29.722798	2.992501;	
11973	7064	0.000000	1.583000;	
11973	9381	0.000000	3.675000;	
11973	9382	0.000000	2.187500;	
11974	6513	0.000000	2.217000;	
11974	7066	0.000000	1.137500;	
11974	9382	0.000000	1.979500;	
11975	2303	360.280083	0.256359;	
11975	11585	1058.013439	5.145050;	
11975	11837	842.161120	3.377060;	
11976	2303	494.451034	1.165959;	
11976	2304	230.596386	1.383266;	
11976	2909	150.889022	2.280383;	
11976	4284	958.311665	1.096225;	
11976	11837	707.073540	2.465973;	
11977	2943	144.892494	0.875141;	
11977	4286	271.368964	1.315103;	
11977	4288	77.038148	0.875011;	
11978	2292	571.347869	1.455268;	
11978	4259	0.000000	2.027000;	
11978	4267	488.830057	1.723625;	
11978	11979	0.000000	1.662500;	
11979	4255	49.862771	1.425003;	
11979	4261	3.077974	0.280000;	
11979	11978	0.000000	1.662500;	
11980	2902	838.572312	0.797930;	
11980	4216	244.609556	3.819995;	
11980	9388	698.130587	0.168340;	
11981	2902	94.925969	3.832072;	
11981	4273	350.747118	3.115727;	
11981	4275	186.236205	1.305160;	
11982	2522	1009.869122	1.207542;	
11982	2931	958.191597	1.193866;	
11982	12277	176.340529	2.258485;	
11982	12279	470.880720	0.679814;	
11983	5897	225.045907	0.848686;	
11983	11916	813.944225	1.919782;	
11983	12279	443.256712	0.858331;	
11984	5898	347.681551	1.592151;	
11984	5914	0.617847	1.431000;	
11984	10223	101.076339	2.272548;	
11984	11985	377.869619	1.327401;	
11985	6876	472.089462	2.819150;	
11985	6878	45.508838	1.147500;	
11985	11984	348.110191	1.153930;	
11985	12308	669.614307	2.591087;	
11986	5956	438.816652	0.990714;	
11986	5958	622.881512	0.255509;	
11986	5977	871.343176	0.892804;	
11987	5995	0.000000	1.485000;	
11987	6013	0.192563	0.662500;	
11987	6014	0.000000	0.810000;	
11988	5976	0.000000	3.532500;	
11988	5996	23.356104	2.812503;	
11988	5998	18.886201	0.689001;	
11988	6015	110.091533	2.273802;	
11989	6000	46.619296	1.590007;	
11989	6001	64.058043	2.250123;	
11989	6003	77.277482	2.250016;	
11989	6021	65.373456	1.957627;	
11990	2537	734.222055	2.989967;	
11990	6048	91.002737	1.473887;	
11990	6050	299.175873	1.751602;	
11990	6065	894.652425	1.717886;	
11991	6067	17.847341	1.750000;	
11991	6085	0.000000	0.982000;	
11991	6087	5.726930	0.982000;	
11992	1711	1105.270000	0.612500;	
11992	2541	268.299567	3.424320;	
11992	6137	614.196150	1.953218;	
11992	6139	677.702613	2.034786;	
11992	6143	0.579005	2.295000;	
11993	2543	17.614126	1.755002;	
11993	6141	31.982083	2.187501;	
11993	6161	0.000000	2.250000;	
11994	6174	0.000000	2.187500;	
11994	6926	0.000000	0.875000;	
11994	6928	0.000000	2.625000;	
11994	6946	0.000000	2.187500;	
11995	6178	0.000000	1.642500;	
11995	6930	0.000000	2.250000;	
11995	6948	0.000000	4.500000;	
11996	6943	199.512752	0.140335;	
11996	6945	392.593553	0.808550;	
11996	6961	205.008702	4.157435;	
11997	6969	0.000000	2.677500;	
11997	12372	0.000000	0.427500;	
11997	12433	0.000000	2.187500;	
11998	6971	0.000000	2.625000;	
11998	6974	0.146361	3.500000;	
11998	7071	0.000000	3.500000;	
11999	6981	0.000000	1.421000;	
11999	6982	0.000000	5.267500;	
12000	1683	1208.960000	0.357500;	
12000	6203	954.334352	3.715569;	
12000	6209	247.039199	3.671277;	
12000	6219	570.646449	4.129979;	
12001	2531	108.138421	1.245679;	
12001	5920	689.469088	3.731602;	
12001	6218	66.473222	1.732508;	
12001	6226	323.016411	1.515690;	
12002	2533	70.757795	1.987516;	
12002	5982	40.770000	3.442502;	
12002	6249	273.520240	2.502702;	
12003	6268	0.000000	2.030000;	
12003	6273	0.000000	1.750000;	
12003	6278	0.000000	1.298500;	
12004	6088	0.000000	2.205000;	
12004	6278	0.000000	3.352500;	
12004	6283	0.000000	1.750000;	
12005	6311	0.000000	1.907500;	
12005	6998	0.000000	3.465000;	
12005	7000	0.000000	1.710000;	
12006	6187	0.000000	1.855000;	
12006	12309	0.000000	2.812500;	
12007	6205	0.000000	1.696000;	
12007	6211	203.032833	0.769869;	
12007	6224	176.641439	1.750195;	
12008	6223	4.029730	1.298500;	
12008	6231	0.000000	1.749000;	
12008	6233	196.306709	1.352276;	
12009	1777	423.890000	0.685000;	
12009	6245	739.824130	3.718024;	
12009	6253	443.810986	1.748884;	
12010	6254	1.028943	2.385000;	
12010	6259	0.000000	1.696000;	
12011	6273	0.000000	1.750000;	
12011	6281	0.000000	1.750000;	
12012	6830	13.050010	4.930000;	
12012	6832	47.771394	4.292008;	
12012	6855	0.000000	1.319500;	
12013	6841	2.954660	6.808000;	
12013	6846	5.631230	4.354500;	
12013	6850	7.833743	1.067500;	
12014	1769	121.730000	0.750000;	
12014	3630	251.760000	4.571664;	
12014	7027	50.130000	2.929507;	
12015	3731	446.878757	0.851793;	
12015	3746	216.851181	0.255970;	
12015	3749	177.693314	2.310688;	
12016	3024	181.018254	2.204216;	
12016	4018	201.911327	2.089226;	
12016	9161	121.611320	2.900224;	
12017	6705	0.230000	2.250000;	
12017	9533	0.000000	0.982000;	
12017	9535	0.240000	1.125000;	
12018	6770	0.000000	3.167000;	
12018	6778	419.370754	1.774136;	
12018	11880	366.448662	1.459233;	
12019	5771	114.258560	4.350262;	
12019	6764	283.052872	4.359861;	
12019	6766	131.395299	5.800611;	
12019	6771	80.540195	1.450022;	
12020	1740	46.180000	0.757500;	
12020	6577	367.432649	2.918666;	
12020	6762	382.104664	7.811175;	
12020	6804	142.012593	4.350625;	
12020	10242	204.364757	4.772900;	
12021	6659	0.000000	1.583000;	
12021	6661	0.000000	1.567500;	
12021	6662	0.000000	1.583000;	
12022	6972	0.146361	0.577500;	
12022	6974	0.000000	1.750000;	
12022	7038	0.000000	3.307500;	
12023	9250	0.000000	1.454000;	
12023	9251	0.000000	1.530000;	
12023	9855	0.000000	1.395000;	
12024	9249	942.223976	7.414307;	
12024	9250	0.000000	3.375000;	
12024	9253	985.832018	2.218196;	
12025	6800	448.000672	3.426566;	
12025	9252	542.505712	2.323922;	
12025	9254	0.000000	0.900000;	
12025	9259	839.666105	5.664392;	
12026	3116	348.856980	0.351896;	
12026	6790	203.481609	0.420263;	
12026	6824	0.905300	1.260000;	
12027	1762	286.700000	0.755000;	
12027	6787	113.231197	10.007591;	
12027	7061	397.436091	4.313327;	
12027	9882	258.375480	3.077109;	
12028	1764	138.290000	0.755000;	
12028	6784	0.000000	8.043000;	
12028	6803	33.517055	11.875005;	
12028	7069	296.201129	1.587378;	
12029	3951	51.234864	1.057500;	
12029	9148	0.000000	0.787500;	
12029	10509	68.314719	0.562502;	
12030	3952	669.127858	1.008827;	
12030	8455	900.211563	0.258681;	
12030	8793	30.750677	0.292500;	
12030	8799	51.586230	0.450000;	
12031	3951	68.079402	0.318000;	
12031	3952	829.983438	0.148892;	
12031	8795	720.357315	0.557547;	
12032	3953	0.000000	1.510500;	
12032	10514	1457.813525	0.417541;	
12032	12072	365.787572	0.926366;	
12032	12073	359.768407	1.245646;	
12033	823	227.540000	0.112500;	
12033	2693	2739.875396	0.657988;	
12033	11783	2707.243642	0.737675;	
12033	11784	2258.362555	2.919762;	
12034	3872	1110.156766	0.457371;	
12034	9668	1509.927377	0.404398;	
12034	12035	2001.940029	2.074614;	
12034	12036	2260.265804	2.856183;	
12035	8918	2108.527939	0.297645;	
12035	10923	2514.414779	3.684316;	
12035	12034	1053.624450	1.460531;	
12035	12036	2442.933539	1.227633;	
12036	803	553.690000	0.087500;	
12036	10280	2473.564406	0.884877;	
12036	11008	2729.457698	3.227687;	
12036	12034	1566.459693	1.883256;	
12036	12035	1392.207944	0.656363;	
12037	9648	662.549028	1.131722;	
12037	11008	1902.963520	1.380391;	
12037	11776	959.320831	1.372134;	
12037	11777	2522.098324	0.921544;	
12038	8278	1713.135074	0.812551;	
12038	10971	2371.631159	2.931051;	
12038	11772	2097.773518	1.591955;	
12038	12039	1991.007566	1.594819;	
12039	3911	2415.753159	0.735710;	
12039	10966	2140.421372	0.944137;	
12039	10971	2107.423560	1.446714;	
12039	12038	1764.817456	1.399719;	
12040	3910	1762.945716	0.980417;	
12040	10968	186.847864	1.989589;	
12040	10973	1534.021356	1.138561;	
12040	12089	1145.605591	1.550772;	
12041	10969	1361.349248	1.590236;	
12041	10973	2176.567522	0.693694;	
12041	10974	1865.661310	0.908797;	
12041	12090	1822.316098	1.628948;	
12042	6910	479.205226	1.739625;	
12042	9114	1535.851095	2.021905;	
12042	12043	1607.286292	1.133582;	
12042	12044	2151.143669	1.160770;	
12043	10782	2258.223348	1.291042;	
12043	10974	1563.959187	0.980859;	
12043	12042	1182.396706	1.000231;	
12043	12093	1893.639604	1.889827;	
12044	3922	1868.541261	3.677857;	
12044	12042	1960.232421	1.195855;	
12044	12046	326.078321	0.415962;	
12045	8234	206.123871	0.562815;	
12045	8862	6.347785	1.282500;	
12045	12108	235.335662	0.563356;	
12046	10776	1035.909799	0.964197;	
12046	10777	1819.072714	1.598052;	
12046	10782	3011.868083	1.432976;	
12046	12044	534.565452	0.428113;	
12047	9118	1130.111324	1.376170;	
12047	9620	2273.989958	0.344486;	
12047	10777	2030.533405	1.372569;	
12047	12099	2231.578627	1.723431;	
12048	8889	2430.963884	2.727313;	
12048	10780	758.189997	0.357562;	
12048	10786	1620.709098	1.806622;	
12048	12049	2154.323530	0.236717;	
12049	8887	2353.302044	1.343559;	
12049	10780	1769.681252	0.395533;	
12049	12048	2728.808448	0.278777;	
12049	12108	1717.151576	2.160724;	
12050	8867	303.715631	0.969242;	
12050	8887	2268.074749	2.225651;	
12050	10781	547.688975	0.962280;	
12050	12051	2352.816679	0.558023;	
12051	3904	151.527974	1.060176;	
12051	8873	299.927516	0.901541;	
12051	12050	2385.599809	0.562890;	
12051	12052	2405.290851	0.649751;	
12052	3907	2052.444458	1.317890;	
12052	10515	1663.595226	0.494434;	
12052	12051	2507.836584	0.669244;	
12052	12053	2133.674359	0.672580;	
12053	8873	253.508845	0.900966;	
12053	10521	717.152527	1.394202;	
12053	12052	1587.574571	0.674692;	
12053	12113	1838.028886	1.593835;	
12054	10516	1043.358963	1.017429;	
12054	10522	296.102077	1.303301;	
12054	10523	480.643718	1.032851;	
12054	12117	804.352824	1.337090;	
12055	10516	391.227406	1.206361;	
12055	12095	338.336530	0.665240;	
12055	12133	223.224995	1.237538;	
12056	8428	512.114053	0.338200;	
12056	9133	8643.037301	1.884982;	
12057	9137	1554.699577	0.455749;	
12057	9138	22.340136	0.689000;	
12057	9142	20.210210	2.146501;	
12057	12058	1670.655794	0.948694;	
12058	8428	1291.635323	0.703339;	
12058	12057	1404.029849	0.780166;	
12058	12059	1456.834941	1.116668;	
12058	12062	638.448822	1.647479;	
12059	8803	1517.153389	0.730469;	
12059	12058	1415.876201	1.102150;	
12059	12061	1950.645149	0.784780;	
12059	12124	868.038663	0.684789;	
12060	12061	169.381831	0.372012;	
12060	12124	333.131980	1.103249;	
12060	12125	185.093261	0.877643;	
12061	3957	1817.979171	0.837820;	
12061	10518	302.047810	1.514468;	
12061	12059	2098.923158	1.106236;	
12061	12060	518.225242	0.413749;	
12062	8457	479.032597	0.428034;	
12062	8883	147.810856	0.424804;	
12062	10518	596.465972	0.330702;	
12062	12058	867.704816	2.055872;	
12063	3985	295.339193	0.067520;	
12063	8457	124.735402	0.106001;	
12063	8883	165.020549	0.530003;	
12063	12068	249.043019	1.327452;	
12064	3957	1995.458786	0.495527;	
12064	3958	56.770638	0.662500;	
12064	12065	1670.299175	1.062097;	
12064	12126	128.529229	1.325192;	
12065	8845	139.091719	1.325157;	
12065	10519	335.286935	0.665736;	
12065	12064	1801.795435	1.378039;	
12065	12066	1532.518708	0.221155;	
12066	12065	1721.911958	0.214051;	
12066	12067	0.000000	0.810000;	
12066	12078	1532.518708	0.832614;	
12067	3960	275.929549	0.766682;	
12067	12066	0.000000	0.810000;	
12067	12078	292.163863	0.451627;	
12068	9143	69.770679	1.616512;	
12068	10519	82.157876	1.060019;	
12068	12063	367.594653	1.447160;	
12068	12069	245.775171	1.349412;	
12069	3960	298.062981	0.834992;	
12069	9144	374.662973	1.600585;	
12069	12068	313.050929	1.331121;	
12069	12070	337.289191	1.306154;	
12070	3954	10.105454	0.636000;	
12070	3955	1936.884383	0.391034;	
12070	10513	1935.144785	1.060304;	
12070	12069	412.524466	1.414020;	
12071	3961	936.541859	0.730262;	
12071	8464	1147.009557	1.039920;	
12071	12077	78.044653	0.405053;	
12072	3954	16.761466	1.431000;	
12072	3962	242.975931	0.945457;	
12072	8463	113.991226	0.202503;	
12072	12032	547.058726	1.133979;	
12073	3964	359.768407	0.900092;	
12073	8463	0.000000	0.636000;	
12073	12032	900.663600	1.253693;	
12074	10323	123.069461	0.427501;	
12074	12075	92.990001	0.607506;	
12074	12081	124.885471	0.607506;	
12075	3962	200.688900	0.532848;	
12075	12074	44.109663	0.607501;	
12075	12076	65.254177	0.562573;	
12075	12080	94.414861	0.662674;	
12076	3965	2124.139028	0.404891;	
12076	8465	1735.747055	0.778494;	
12076	12075	75.309907	0.562630;	
12076	12077	348.499088	0.899459;	
12077	12071	387.463006	0.470646;	
12077	12076	100.057149	0.855616;	
12077	12079	82.201232	0.540005;	
12078	8464	1788.158014	0.137053;	
12078	10525	36.524556	1.060001;	
12078	12066	1721.911958	0.828171;	
12078	12067	275.929549	0.450256;	
12079	8464	740.976058	1.353824;	
12079	8465	486.043410	1.834252;	
12079	10526	363.403610	0.720842;	
12079	12077	143.177646	0.540034;	
12080	8465	503.285855	0.070775;	
12080	8847	337.819550	0.112528;	
12080	12075	169.488656	0.664311;	
12080	12081	574.671203	0.730670;	
12081	9618	51.079430	0.495000;	
12081	12074	85.701327	0.607501;	
12081	12080	746.690544	0.833674;	
12081	12231	648.477244	0.509601;	
12082	3964	900.663600	1.061762;	
12082	9617	92.907832	0.225000;	
12082	9618	266.860575	0.163455;	
12083	3876	1905.935274	1.458898;	
12083	8493	842.918134	1.429174;	
12083	11784	2087.929255	3.098905;	
12083	12139	1331.071819	0.837750;	
12084	3862	650.992181	1.297982;	
12084	3865	583.256877	1.588493;	
12084	11773	740.456907	1.923630;	
12084	12088	1801.172330	2.541839;	
12085	7107	3750.474095	1.513369;	
12085	9648	807.010586	0.615490;	
12085	10923	1758.977315	1.501609;	
12085	11014	1598.643137	1.799488;	
12086	6950	487.927801	0.852103;	
12086	6954	217.017980	0.669920;	
12086	11952	218.122612	2.029103;	
12087	6954	639.434441	1.221751;	
12087	6964	383.141288	0.734587;	
12087	12135	151.382176	1.993266;	
12088	9078	2052.509300	1.312561;	
12088	11002	2912.544996	0.492094;	
12088	11775	708.129820	1.055985;	
12088	12084	665.041459	1.936464;	
12089	3915	1524.361064	0.914522;	
12089	6911	485.015326	0.280289;	
12089	6983	1715.409451	0.404997;	
12089	12040	236.469882	1.473640;	
12090	3915	1308.723914	0.950261;	
12090	3917	1557.926218	0.918120;	
12090	12041	1451.058133	1.387394;	
12090	12091	1391.691576	0.992609;	
12091	10977	995.182732	1.086874;	
12091	10978	728.605274	1.008628;	
12091	12090	990.210517	0.918157;	
12091	12242	2385.960695	1.722922;	
12092	10788	523.008220	1.423451;	
12092	10978	419.318238	1.024037;	
12092	12093	550.490910	0.877403;	
12092	12243	1432.411655	1.373612;	
12093	3917	1283.157820	0.912740;	
12093	12043	1466.831439	1.553950;	
12093	12092	1373.680599	0.968163;	
12093	12094	1205.300173	1.296263;	
12094	3923	786.056807	2.185531;	
12094	10782	611.846840	1.753158;	
12094	10788	1604.877958	1.090511;	
12094	12093	1280.431767	1.317678;	
12095	10510	338.336530	0.532192;	
12095	12055	573.759515	1.243200;	
12096	10538	939.017234	1.282841;	
12096	12104	0.000000	1.325000;	
12096	12287	1601.198710	0.305525;	
12097	3923	522.835965	0.157273;	
12097	10790	472.079811	1.485916;	
12097	12098	1530.841700	1.204131;	
12098	3922	1498.138188	0.237235;	
12098	7003	2028.681775	0.713850;	
12098	10783	2082.148639	0.254268;	
12099	7003	1585.911454	1.217377;	
12099	10777	2130.668034	2.007564;	
12099	10783	1912.736960	0.789755;	
12099	10784	2113.560560	1.200950;	
12099	12047	1403.493225	1.098001;	
12100	6773	426.809672	1.516078;	
12100	8534	909.724773	0.105691;	
12100	10859	811.069067	0.847500;	
12101	3927	727.786384	2.961709;	
12101	7003	2298.496568	0.326447;	
12101	9621	286.921444	1.665360;	
12101	12105	1235.368386	1.208350;	
12102	9621	694.826015	0.460279;	
12102	10789	733.633456	1.801363;	
12102	10790	1739.212508	0.879874;	
12102	10796	1820.089161	1.534251;	
12103	10778	386.825444	1.608859;	
12103	10784	1470.582031	1.426667;	
12103	10785	730.252019	1.419948;	
12104	12096	0.394840	1.325000;	
12104	12106	240.856815	1.327145;	
12104	12339	1205.593720	0.211839;	
12104	12340	553.805028	1.391255;	
12105	3925	1930.201629	0.348077;	
12105	8247	848.035936	0.509696;	
12105	10784	1221.889650	0.856725;	
12105	12101	1350.389525	1.246356;	
12106	10544	577.387490	1.395832;	
12106	12104	538.570734	1.887890;	
12106	12112	545.558652	1.917677;	
12107	3929	2275.140047	3.566082;	
12107	9184	2038.482766	0.539975;	
12107	10786	1250.346294	0.528078;	
12107	10792	1302.750330	2.157433;	
12108	10786	799.132640	1.487897;	
12108	12045	205.447640	0.562810;	
12108	12049	1610.920447	2.058780;	
12108	12109	2204.217642	1.012275;	
12109	8234	2544.894194	0.101033;	
12109	9184	2383.684119	1.031742;	
12109	10793	1702.118158	2.959330;	
12109	12108	2174.717424	0.990066;	
12110	8234	3227.780010	2.474948;	
12110	10787	435.511336	0.929521;	
12110	12111	3147.116692	0.276396;	
12110	12260	959.940198	2.014773;	
12111	10527	297.793927	1.399583;	
12111	10787	251.979789	1.083607;	
12111	12110	3472.623526	0.325314;	
12111	12113	3288.899207	0.532692;	
12112	5019	1941.860177	0.394531;	
12112	5034	320.071612	1.331689;	
12112	12106	336.530675	1.333174;	
12112	12127	198.985912	0.988262;	
12113	12053	1500.954672	1.148965;	
12113	12111	3505.123123	0.595836;	
12113	12114	2147.175806	1.368849;	
12113	12115	2381.680277	1.045126;	
12114	8440	2559.951199	0.153574;	
12114	10521	403.877245	1.359695;	
12114	12113	2363.107335	1.893807;	
12115	10527	1036.504864	0.790316;	
12115	12113	2044.898451	0.993759;	
12115	12263	1346.920152	1.499337;	
12116	7466	16.638903	0.118000;	
12116	12264	42.530138	1.365002;	
12117	3968	2382.393622	1.389006;	
12117	8453	2375.253187	0.063996;	
12117	12054	971.943124	1.336820;	
12118	8410	630.918485	0.617207;	
12118	8453	925.089497	0.747385;	
12118	12056	8265.008666	2.407106;	
12119	8410	762.579419	0.704781;	
12119	8453	428.817382	0.533290;	
12119	8931	9086.528552	2.090057;	
12120	3969	1752.742603	0.445659;	
12120	7475	358.019353	0.291530;	
12120	9190	1517.929676	0.649084;	
12120	9191	194.218005	1.272014;	
12121	8471	0.000000	0.337500;	
12121	8472	1278.230411	0.170072;	
12121	12123	887.999745	1.290108;	
12121	12125	302.278350	1.386111;	
12122	8831	288.723027	0.715531;	
12122	9191	593.179057	0.397871;	
12122	12123	494.284465	0.265628;	
12122	12124	0.547462	0.450500;	
12123	12121	901.955498	1.316664;	
12123	12122	869.356668	0.271011;	
12123	12124	866.628132	0.175653;	
12123	12125	274.367950	0.683239;	
12124	12059	792.594233	0.684091;	
12124	12060	74.581361	1.060052;	
12124	12122	2.029516	0.450500;	
12124	12123	1199.141127	0.177392;	
12125	10524	481.845830	1.417488;	
12125	12060	94.800471	0.877507;	
12125	12121	376.274913	1.471728;	
12125	12123	330.882911	0.706369;	
12126	8845	108.289378	1.325058;	
12126	10524	172.498747	0.662812;	
12126	12064	254.257653	1.355591;	
12126	12129	250.577157	1.326780;	
12127	5021	2766.871952	0.319195;	
12127	5024	2374.351579	0.579441;	
12127	12112	718.359550	2.298913;	
12128	8464	1418.954675	0.608261;	
12128	10525	348.874116	0.480399;	
12128	10526	134.368742	1.616505;	
12128	12131	1754.039991	1.122663;	
12129	3970	2203.996372	0.523859;	
12129	12126	90.618233	1.298547;	
12129	12130	1571.250220	0.826807;	
12129	12282	668.569099	1.196003;	
12130	8874	1510.160013	0.405293;	
12130	10525	156.418333	1.590506;	
12130	10531	108.292513	1.510610;	
12130	12129	1978.172270	1.152456;	
12131	8874	1592.669158	0.448716;	
12131	12128	1644.822382	1.066504;	
12131	12132	1234.924574	1.380806;	
12131	12284	1602.396131	0.960189;	
12132	8853	555.228223	1.278012;	
12132	10526	921.684704	1.296755;	
12132	10532	356.210817	1.308556;	
12132	12131	1364.394902	1.512376;	
12133	8428	713.134198	0.572299;	
12133	12055	141.774045	1.237502;	
12133	12136	433.953001	0.337861;	
12134	8467	1804.139682	0.283395;	
12134	8852	1827.757970	0.238282;	
12134	10526	479.177296	1.680937;	
12134	12230	791.651996	1.191453;	
12135	6802	1165.344720	1.346975;	
12135	10594	1531.450959	0.658445;	
12135	12087	10.813578	1.987500;	
12135	12141	534.812205	0.961910;	
12136	12119	9034.412036	2.707373;	
12136	12133	742.616681	0.340596;	
12137	2046	750.535366	0.492019;	
12137	2438	10558.804240	0.766514;	
12138	8180	12760.760657	1.441321;	
12139	8493	454.015836	1.598709;	
12139	12083	1227.869248	0.878403;	
12139	12140	1868.777771	1.146341;	
12140	2337	2397.670245	1.809277;	
12140	8294	296.581204	2.308982;	
12140	9670	240.959621	2.064614;	
12140	12139	1681.885084	0.879700;	
12141	6788	2442.699529	0.824931;	
12141	6831	1562.516556	0.722939;	
12141	12135	453.894568	0.817839;	
12141	12142	124.369831	0.397551;	
12142	6786	749.951953	0.773903;	
12142	6806	152.700753	0.691069;	
12142	12141	237.475712	0.404484;	
12143	4507	7349.574216	1.324176;	
12144	2139	3744.037940	0.526485;	
12144	2140	2687.253588	3.299745;	
12145	2216	8428.272355	4.427811;	
12145	8577	898.124244	0.871779;	
12146	12149	4715.451182	0.124566;	
12147	9033	2545.261597	0.291450;	
12147	10836	3757.543647	1.342097;	
12148	12149	1434.586442	1.294097;	
12148	12240	11437.345454	1.259114;	
12149	12148	1707.136146	1.175936;	
12149	12151	1382.785875	0.632264;	
12149	12152	3060.115602	0.276797;	
12150	12147	6302.805244	0.303662;	
12150	12151	238.335537	0.308510;	
12151	2132	8892.250028	1.796989;	
12151	12150	2744.350916	0.262238;	
12152	2698	2087.662148	0.282309;	
12152	2862	392.676946	1.776877;	
12152	12150	3796.789865	0.432933;	
12153	9033	1686.447165	0.279896;	
12153	12148	8819.405172	0.613571;	
12154	2135	6719.734395	2.496153;	
12154	12148	2345.390578	1.635357;	
12155	9680	756.718633	1.042623;	
12155	11034	535.791040	0.853750;	
12155	11209	637.758684	2.062807;	
12156	2372	549.845475	0.763521;	
12156	10694	515.790218	0.415309;	
12156	10700	170.017948	2.023551;	
12156	12162	770.294978	0.669869;	
12157	2482	2531.613988	2.038788;	
12157	11782	1441.065812	1.264427;	
12157	12158	2118.350862	0.360287;	
12158	8494	947.832125	1.406240;	
12158	11035	1312.381179	0.822215;	
12158	12157	2084.209618	0.450874;	
12159	11031	397.075522	1.974553;	
12159	11032	856.657733	1.606658;	
12159	11782	1681.736647	2.266764;	
12159	12160	1756.684738	1.146643;	
12160	3879	518.898952	1.826910;	
12160	9670	409.301486	1.525409;	
12160	12159	1555.106906	1.048579;	
12160	12161	1401.348183	0.995417;	
12161	2337	1168.312659	4.775278;	
12161	2480	559.860580	1.716809;	
12161	11029	1158.657170	2.469102;	
12161	12160	1300.664541	0.968877;	
12162	10693	62.859989	0.196001;	
12162	10694	297.940741	1.076773;	
12162	12156	109.354905	0.662503;	
12162	12163	1107.908870	0.360899;	
12163	5129	414.680625	0.334449;	
12163	10693	985.572423	0.378996;	
12163	12162	341.474255	0.344648;	
12163	12857	1783.723411	0.413880;	
12164	3868	336.392438	2.366178;	
12164	9651	834.500992	1.245602;	
12164	12166	151.860243	0.841401;	
12164	12167	327.324990	2.083039;	
12165	2192	1102.963768	0.958948;	
12165	3868	148.758358	1.170177;	
12165	3869	520.253103	1.135081;	
12166	2478	1022.833259	3.209154;	
12166	12164	792.811311	0.939120;	
12166	12167	799.294941	1.970242;	
12166	12171	313.616510	0.473396;	
12167	11022	1126.619931	1.270775;	
12167	12164	372.848814	2.059318;	
12167	12166	829.370516	2.015644;	
12168	2749	605.903630	1.149581;	
12168	11019	509.766226	3.243849;	
12168	11022	2073.804731	0.666604;	
12168	12172	453.633916	1.182230;	
